Time,SPACE1-1:DAVIS MONTHAN AFB ANN HTG 99.6% CONDNS DB:Des Heat Load [W],SPACE1-1:DAVIS MONTHAN AFB ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],SPACE1-1:DAVIS MONTHAN AFB ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],SPACE1-1:DAVIS MONTHAN AFB ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],SPACE1-1::Des Latent Heat Load [W],SPACE1-1::Des Latent Cool Load [W],SPACE1-1::Des Latent Heat Mass Flow [kg/s],SPACE1-1::Des Latent Cool Mass Flow [kg/s],SPACE1-1::Des Heat Load No DOAS [W],SPACE1-1::Des Sens Cool Load No DOAS [W],SPACE1-1::Des Latent Heat Load No DOAS [W],SPACE1-1::Des Latent Cool Load No DOAS [W],SPACE1-1:DAVIS MONTHAN AFB ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],SPACE1-1:DAVIS MONTHAN AFB ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],SPACE1-1:DAVIS MONTHAN AFB ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],SPACE1-1:DAVIS MONTHAN AFB ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],SPACE2-1:DAVIS MONTHAN AFB ANN HTG 99.6% CONDNS DB:Des Heat Load [W],SPACE2-1:DAVIS MONTHAN AFB ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],SPACE2-1:DAVIS MONTHAN AFB ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],SPACE2-1:DAVIS MONTHAN AFB ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],SPACE2-1::Des Latent Heat Load [W],SPACE2-1::Des Latent Cool Load [W],SPACE2-1::Des Latent Heat Mass Flow [kg/s],SPACE2-1::Des Latent Cool Mass Flow [kg/s],SPACE2-1::Des Heat Load No DOAS [W],SPACE2-1::Des Sens Cool Load No DOAS [W],SPACE2-1::Des Latent Heat Load No DOAS [W],SPACE2-1::Des Latent Cool Load No DOAS [W],SPACE2-1:DAVIS MONTHAN AFB ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],SPACE2-1:DAVIS MONTHAN AFB ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],SPACE2-1:DAVIS MONTHAN AFB ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],SPACE2-1:DAVIS MONTHAN AFB ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],SPACE3-1:DAVIS MONTHAN AFB ANN HTG 99.6% CONDNS DB:Des Heat Load [W],SPACE3-1:DAVIS MONTHAN AFB ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],SPACE3-1:DAVIS MONTHAN AFB ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],SPACE3-1:DAVIS MONTHAN AFB ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],SPACE3-1::Des Latent Heat Load [W],SPACE3-1::Des Latent Cool Load [W],SPACE3-1::Des Latent Heat Mass Flow [kg/s],SPACE3-1::Des Latent Cool Mass Flow [kg/s],SPACE3-1::Des Heat Load No DOAS [W],SPACE3-1::Des Sens Cool Load No DOAS [W],SPACE3-1::Des Latent Heat Load No DOAS [W],SPACE3-1::Des Latent Cool Load No DOAS [W],SPACE3-1:DAVIS MONTHAN AFB ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],SPACE3-1:DAVIS MONTHAN AFB ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],SPACE3-1:DAVIS MONTHAN AFB ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],SPACE3-1:DAVIS MONTHAN AFB ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],SPACE4-1:DAVIS MONTHAN AFB ANN HTG 99.6% CONDNS DB:Des Heat Load [W],SPACE4-1:DAVIS MONTHAN AFB ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],SPACE4-1:DAVIS MONTHAN AFB ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],SPACE4-1:DAVIS MONTHAN AFB ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],SPACE4-1::Des Latent Heat Load [W],SPACE4-1::Des Latent Cool Load [W],SPACE4-1::Des Latent Heat Mass Flow [kg/s],SPACE4-1::Des Latent Cool Mass Flow [kg/s],SPACE4-1::Des Heat Load No DOAS [W],SPACE4-1::Des Sens Cool Load No DOAS [W],SPACE4-1::Des Latent Heat Load No DOAS [W],SPACE4-1::Des Latent Cool Load No DOAS [W],SPACE4-1:DAVIS MONTHAN AFB ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],SPACE4-1:DAVIS MONTHAN AFB ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],SPACE4-1:DAVIS MONTHAN AFB ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],SPACE4-1:DAVIS MONTHAN AFB ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],SPACE5-1:DAVIS MONTHAN AFB ANN HTG 99.6% CONDNS DB:Des Heat Load [W],SPACE5-1:DAVIS MONTHAN AFB ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],SPACE5-1:DAVIS MONTHAN AFB ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],SPACE5-1:DAVIS MONTHAN AFB ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],SPACE5-1::Des Latent Heat Load [W],SPACE5-1::Des Latent Cool Load [W],SPACE5-1::Des Latent Heat Mass Flow [kg/s],SPACE5-1::Des Latent Cool Mass Flow [kg/s],SPACE5-1::Des Heat Load No DOAS [W],SPACE5-1::Des Sens Cool Load No DOAS [W],SPACE5-1::Des Latent Heat Load No DOAS [W],SPACE5-1::Des Latent Cool Load No DOAS [W],SPACE5-1:DAVIS MONTHAN AFB ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],SPACE5-1:DAVIS MONTHAN AFB ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],SPACE5-1:DAVIS MONTHAN AFB ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],SPACE5-1:DAVIS MONTHAN AFB ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%]
21:15:00,1.796871E+03,7.830313E+02,1.277037E-01,9.702711E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.350964E+01,2.389983E+01,4.510450E+01,7.495609E+02,3.267486E+02,5.327133E-02,4.048819E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351047E+01,2.389980E+01,4.518321E+01,1.751813E+03,7.270411E+02,1.245015E-01,9.008933E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351037E+01,2.389979E+01,4.516837E+01,7.495609E+02,3.267486E+02,5.327133E-02,4.048819E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351047E+01,2.389980E+01,4.518321E+01,8.440056E+02,3.656498E+02,5.998354E-02,4.530873E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.359002E+01,2.389980E+01,4.668369E+01
21:30:00,1.796871E+03,7.114392E+02,1.277037E-01,8.815586E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.350964E+01,2.389986E+01,4.500782E+01,7.495609E+02,2.961200E+02,5.327133E-02,3.669292E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351047E+01,2.389982E+01,4.507881E+01,1.751813E+03,6.572535E+02,1.245015E-01,8.144177E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351037E+01,2.389982E+01,4.507038E+01,7.495609E+02,2.961200E+02,5.327133E-02,3.669292E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351047E+01,2.389982E+01,4.507881E+01,8.440056E+02,2.789455E+02,5.998354E-02,3.456483E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.359002E+01,2.389991E+01,4.668466E+01
21:45:00,1.796871E+03,6.402094E+02,1.277037E-01,7.932959E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.350964E+01,2.389985E+01,4.484702E+01,7.495609E+02,2.643406E+02,5.327133E-02,3.275507E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351047E+01,2.389986E+01,4.490976E+01,1.751813E+03,5.880690E+02,1.245015E-01,7.286894E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351037E+01,2.389985E+01,4.490919E+01,7.495609E+02,2.643406E+02,5.327133E-02,3.275507E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351047E+01,2.389986E+01,4.490976E+01,8.440056E+02,1.911283E+02,5.998354E-02,2.368312E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.359002E+01,2.389994E+01,4.662836E+01
22:00:00,1.796871E+03,5.695323E+02,1.277037E-01,7.057173E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.350964E+01,2.389989E+01,4.469837E+01,7.495609E+02,2.323473E+02,5.327133E-02,2.879062E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351047E+01,2.389989E+01,4.475502E+01,1.751813E+03,5.177613E+02,1.245015E-01,6.415687E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351037E+01,2.389989E+01,4.476009E+01,7.495609E+02,2.323473E+02,5.327133E-02,2.879062E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351047E+01,2.389989E+01,4.475502E+01,8.440056E+02,1.023538E+02,5.998354E-02,1.268280E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.359002E+01,2.389996E+01,4.656873E+01
22:15:00,1.796871E+03,5.330528E+02,1.277037E-01,6.605132E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.350964E+01,2.389992E+01,4.458736E+01,7.495609E+02,2.127000E+02,5.327133E-02,2.635598E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351047E+01,2.389992E+01,4.463947E+01,1.751813E+03,4.752692E+02,1.245015E-01,5.889136E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351037E+01,2.389992E+01,4.464744E+01,7.495609E+02,2.127000E+02,5.327133E-02,2.635598E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351047E+01,2.389992E+01,4.463947E+01,8.440056E+02,6.608832E+01,5.998354E-02,8.189038E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.359002E+01,2.389998E+01,4.652693E+01
22:30:00,1.796871E+03,4.956391E+02,1.277037E-01,6.141519E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.350964E+01,2.389994E+01,4.450990E+01,7.495609E+02,1.959843E+02,5.327133E-02,2.428461E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351047E+01,2.389995E+01,4.455823E+01,1.751813E+03,4.391476E+02,1.245015E-01,5.441525E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351037E+01,2.389994E+01,4.456722E+01,7.495609E+02,1.959843E+02,5.327133E-02,2.428461E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351047E+01,2.389995E+01,4.455823E+01,8.440056E+02,3.697302E+01,5.998354E-02,4.581336E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.359002E+01,2.389999E+01,4.650470E+01
22:45:00,1.796871E+03,4.628462E+02,1.277037E-01,5.735158E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.350964E+01,2.389996E+01,4.445494E+01,7.495609E+02,1.813105E+02,5.327133E-02,2.246629E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351047E+01,2.389996E+01,4.449989E+01,1.751813E+03,4.073646E+02,1.245015E-01,5.047682E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351037E+01,2.389996E+01,4.450894E+01,7.495609E+02,1.813105E+02,5.327133E-02,2.246629E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351047E+01,2.389996E+01,4.449989E+01,8.440056E+02,2.010959E+01,5.998354E-02,2.491774E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.359002E+01,2.390012E+01,4.649781E+01
23:00:00,1.796871E+03,4.334648E+02,1.277037E-01,5.371077E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.350964E+01,2.389997E+01,4.441393E+01,7.495609E+02,1.682082E+02,5.327133E-02,2.084273E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351047E+01,2.389997E+01,4.445581E+01,1.751813E+03,3.789038E+02,1.245015E-01,4.695011E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351037E+01,2.389997E+01,4.446450E+01,7.495609E+02,1.682082E+02,5.327133E-02,2.084273E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351047E+01,2.389997E+01,4.445581E+01,8.440056E+02,8.219455E+00,5.998354E-02,1.018466E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.359002E+01,2.389999E+01,4.649488E+01
23:15:00,1.796871E+03,4.061031E+02,1.277037E-01,5.032028E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.350964E+01,2.389997E+01,4.438196E+01,7.495609E+02,1.561133E+02,5.327133E-02,1.934401E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351047E+01,2.389998E+01,4.442107E+01,1.751813E+03,3.524406E+02,1.245015E-01,4.367096E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351037E+01,2.389997E+01,4.442927E+01,7.495609E+02,1.561133E+02,5.327133E-02,1.934401E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351047E+01,2.389998E+01,4.442107E+01,8.440056E+02,2.706690E+00,5.998354E-02,3.353796E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.359002E+01,2.387966E+01,4.655086E+01
23:30:00,1.796871E+03,3.801474E+02,1.277037E-01,4.710405E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.350964E+01,2.389998E+01,4.435646E+01,7.495609E+02,1.447443E+02,5.327133E-02,1.793526E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351047E+01,2.389998E+01,4.439310E+01,1.751813E+03,3.273760E+02,1.245015E-01,4.056516E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351037E+01,2.389998E+01,4.440078E+01,7.495609E+02,1.447443E+02,5.327133E-02,1.793526E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351047E+01,2.389998E+01,4.439310E+01,8.440056E+02,2.706690E+00,5.998354E-02,3.353796E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.359002E+01,2.386657E+01,4.658752E+01
23:45:00,1.796871E+03,3.551887E+02,1.277037E-01,4.401139E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.350964E+01,2.389998E+01,4.433596E+01,7.495609E+02,1.339055E+02,5.327133E-02,1.659221E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351047E+01,2.389998E+01,4.437041E+01,1.751813E+03,3.033064E+02,1.245015E-01,3.758267E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351037E+01,2.389998E+01,4.437759E+01,7.495609E+02,1.339055E+02,5.327133E-02,1.659221E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351047E+01,2.389998E+01,4.437041E+01,8.440056E+02,0.000000E+00,5.998354E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.359002E+01,2.385328E+01,4.662497E+01
24:00:00,1.796871E+03,3.309361E+02,1.277037E-01,4.100621E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.350964E+01,2.389999E+01,4.431943E+01,7.495609E+02,1.234536E+02,5.327133E-02,1.529711E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351047E+01,2.389999E+01,4.435195E+01,1.751813E+03,2.799431E+02,1.245015E-01,3.468770E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351037E+01,2.389999E+01,4.435866E+01,7.495609E+02,1.234536E+02,5.327133E-02,1.529711E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.351047E+01,2.389999E+01,4.435195E+01,8.440056E+02,0.000000E+00,5.998354E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110001E+01,2.359002E+01,2.383471E+01,4.667716E+01
Peak,1.796871E+03,3.293284E+03,1.277037E-01,4.081600E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,,,,,7.495609E+02,1.406663E+03,5.327133E-02,1.743395E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,,,,,1.751813E+03,3.199773E+03,1.245015E-01,3.965765E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,,,,,7.495609E+02,1.406663E+03,5.327133E-02,1.743395E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,,,,,8.440056E+02,3.973882E+03,5.998354E-02,4.925265E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,,,,

Peak Vol Flow (m3/s),,,1.168171E-01,3.733646E-01,,,0.000000E+00,0.000000E+00,,,,,,,,,,,4.872998E-02,1.594772E-01,,,0.000000E+00,0.000000E+00,,,,,,,,,,,1.138878E-01,3.627685E-01,,,0.000000E+00,0.000000E+00,,,,,,,,,,,4.872998E-02,1.594772E-01,,,0.000000E+00,0.000000E+00,,,,,,,,,,,5.486997E-02,4.505389E-01,,,0.000000E+00,0.000000E+00,,,,,,,,
